--------------------------------------------------------------------------------
	predicted_labels         	confidence score
--------------------------------------------------------------------------------
수정하여                     	0.9998
기안하는                     	0.9275
경우에는                     	0.9992
수신한                      	0.9837
문서와                      	0.9998
색"이                      	0.2384
다른                       	0.9969
사자로                      	0.4220
수정하는                     	0.9999
방법으로                     	0.9988
할                        	0.7953
수                        	1.0000
있다.                      	0.8473
제9조(문서의                  	0.9774
검토                       	0.9823
및                        	1.0000
협조)                      	0.7120
①                        	0.9833
기안문은                     	0.9988
결재권자의                    	0.9993
결재를                      	0.9998
받기                       	0.9999
전                        	1.0000
제6조(기안자                  	0.9809
등의                       	1.0000
표시)                      	0.9779
①                        	0.9801
기안문에는                    	0.9997
영                        	1.0000
제8조제4항에                  	0.9878
따라                       	0.9997
발의                       	0.9999
에                        	1.0000
보조기관                     	0.9079
또는                       	0.9998
보좌기관의                    	0.9999
검토를                      	0.6067
받아야                      	0.9745
한다.                      	0.7530
다만,                      	0.7799
보조기                      	0.9998
자와                       	1.0000
보고자의                     	0.9808
직위나                      	0.9996
직급의                      	0.9971
앞                        	0.9973
또는                       	0.9982
위에                       	0.9999
발의자는                     	0.9325
★표시를,                    	0.8121
관                        	1.0000
또는                       	0.9999
보좌기관이                    	0.9999
출장                       	0.9989
등의                       	1.0000
사유로                      	0.8007
검토할                      	0.9338
수                        	0.9966
없는                       	0.9997
등                        	1.0000
부득이                      	0.8854
보고자는                     	0.9615
G표시를                     	0.4646
한다.                      	0.9990
한                        	1.0000
경우에는                     	0.9998
검토를                      	0.9852
생략할                      	0.4974
수                        	1.0000
있으며,                     	0.7948
이                        	1.0000
경우                       	0.9998
검토자의                     	0.9648
서명란                      	0.8559
②)                       	0.4445
기안문에                     	0.9994
첨부되는                     	0.9998
계산서·통계표·도표               	0.7800
등                        	1.0000
작성상의                     	0.9991
책임을                      	0.6568
밝                        	0.8810
에                        	1.0000
출장                       	0.9842
등의                       	1.0000
사유를                      	0.9999
적어야                      	0.9900
한다.                      	0.7985
할                        	0.7158
필요가                      	0.9763
있다고                      	0.9998
인정되는                     	0.9999
첨부물에는                    	0.9995
작성자를                     	0.9997
표시하여야                    	0.9989
한다.                      	0.3650
②)                       	0.8529
기안문의                     	0.9996
내용이                      	0.9998
행정기관                     	0.5264
내의                       	0.9999
다른                       	0.9989
보조기관                     	0.7844
또는                       	0.9999
보좌기는                     	0.3872
○)                       	0.3874
기안자,                     	0.6275
검토자                      	0.9997
또는                       	0.9999
협조자는                     	0.9973
기안문의                     	0.9990
해당란에                     	0.8977
직위나                      	0.9977
직급                       	0.9996
의                        	1.0000
업무와                      	1.0000
관련이                      	0.8010
있을                       	0.9999
때에는                      	0.9912
그                        	0.9998
보조기관                     	0.6589
또는                       	0.9992
보좌기관의                    	0.9996
협조                       	0.9946
을                        	0.9941
표시하고                     	0.9919
서명하되,                    	0.6572
검토자나                     	0.9922
협조자가                     	0.9999
영                        	1.0000
제9조제3항                   	0.9997
또는                       	0.9982
제                        	1.0000
를                        	1.0000
받아야                      	0.9995
한다.                      	0.9995
4항에                      	0.9998
따라                       	0.9998
다른                       	0.9989
의견을                      	0.9786
표시하는                     	0.9947
경우에는                     	0.8128
직위나                      	0.8611
직급                       	0.9997
다음에                      	0.9999
○)                       	0.3433
보조기관                     	0.9586
또는                       	0.9999
보좌기관이                    	0.9864
제1항에                     	0.9953
따라                       	0.9996
기안문을                     	0.9994
검토하는                     	0.9990
경                        	1.0000
"(의견                     	0.7060
있음)"이라고                  	0.9267
표시하여야                    	0.2867
한다.                      	0.9944
291                      	0.9983
--------------------------------------------------------------------------------
	predicted_labels         	confidence score
--------------------------------------------------------------------------------
우에                       	1.0000
내용과                      	0.5194
다른                       	0.9985
의견이                      	0.9961
있으면                      	0.9954
기안문을                     	0.6994
직접                       	0.9993
수정하거나                    	0.9969
총괄책임자(영                  	0.9762
제60조에                    	0.9992
따른                       	0.9992
처리과의                     	1.0000
업무분장상                    	0.9997
여러                       	0.9967
개의                       	0.9998
안문                       	0.9997
또는                       	0.9999
별지에                      	1.0000
그                        	1.0000
의견을                      	0.9972
표시하여야                    	0.9888
한다.                      	0.9995
단위업무를                    	0.9910
총괄하는                     	0.8586
책임자를                     	0.9983
말한다.                     	0.9304
이하                       	1.0000
같다)는                     	0.9938
총괄책임자                    	0.9948
②                        	0.3780
보조기관                     	0.9618
또는                       	0.9999
보좌기관이                    	0.9998
제2항에                     	0.7536
따라                       	0.9997
협조하는                     	0.9987
경우에                      	0.7250
가                        	1.0000
총괄하는                     	0.9972
단위업무를                    	0.8098
분담하는                     	0.9988
사람이                      	0.9903
기안한                      	0.9998
경우                       	0.9989
기안문                      	0.8613
내용과                      	0.9952
다른                       	0.9967
의견이                      	0.9951
있으면                      	0.9985
기안문                      	0.9993
또는                       	0.9993
별지에                      	0.8116
의견을                      	0.9932
표시하                      	0.9996
을                        	0.9811
검토하고                     	0.9995
검토자란에                    	0.7326
서명을                      	0.9162
하되,                      	0.9624
다른                       	0.9997
의견이                      	0.9958
있으면                      	0.9987
직위나                      	0.9991
여야                       	0.9997
한다.                      	0.7897
직급                       	0.6590
다음에                      	0.8076
"(의견                     	0.9982
있음)"이라고                  	0.9984
표시하고                     	0.9644
기안문                      	0.9988
또는                       	0.9998
별지에                      	0.9992
그                        	0.9999
의견을                      	0.9995
표시할                      	0.9946
수                        	1.0000
있다.                      	0.8005
다만,                      	0.5275
총괄책임자가                   	0.9931
출장                       	0.9884
등의                       	1.0000
사유로                      	0.9909
검                        	1.0000
토할                       	0.9999
수                        	1.0000
없는                       	0.9998
등                        	1.0000
부득이한                     	0.6833
경우에는                     	0.9999
검토를                      	0.9989
생략할                      	0.9243
수                        	1.0000
있으며                      	0.9952
서                        	1.0000
명란에                      	0.9829
출장                       	0.9611
등                        	0.9997
검토할                      	0.9996
수                        	1.0000
없는                       	0.9999
사유를                      	1.0000
적어야                      	0.9968
한다.                      	0.9129
제10조(문서의                 	0.9832
결재)                      	0.9997
①                        	0.9866
문서는                      	0.9999
해당                       	0.8104
행정기관의                    	0.9999
장의                       	0.9905
결재를                      	0.9999
받아야                      	0.6040
제7조(문서의                  	0.9535
결재)                      	0.9988
①                        	0.9902
결재권자의                    	0.7429
서명란에는                    	0.9751
서명날자를                    	0.9215
함께                       	0.9998
표시                       	0.9997
한다.                      	0.3167
다만,                      	0.9988
보조기관                     	0.9979
또는                       	0.9993
보좌기관의                    	0.9970
명의로                      	0.9997
발신하는                     	0.9992
문서는                      	0.9998
한다.                      	0.6720
그                        	0.9999
보조기관                     	0.9956
또는                       	0.9999
보좌기관의                    	0.9997
결재를                      	0.9999
받아야                      	0.9988
한다.                      	0.9063
영                        	1.0000
제10조제2항에                 	0.4869
따라                       	0.9995
위임전결하는                   	0.8102
경우에는                     	0.9999
전결하는                     	0.9920
사람                       	0.8439
②                        	0.9989
행정기관의                    	0.9997
장은                       	0.9959
업무의                      	0.9999
내용에                      	0.9995
따라                       	0.9997
보조기관                     	0.9764
또는                       	0.9997
보좌기관                     	0.9804
의                        	1.0000
서명란에                     	0.8308
"전결"                     	0.9921
표시를                      	0.9971
한                        	1.0000
서명하여야                    	0.9992
한다.                      	0.7985
이나                       	0.9990
해당                       	0.9955
업무를                      	0.9998
담당하는                     	0.9998
공무원으로                    	0.9979
하여금                      	1.0000
위임전결하게                   	0.8162
할                        	1.0000
제10조제3항에                 	0.9986
따라                       	0.9997
대결(단원)하는                 	0.0381
경우에는                     	0.9589
대결하는                     	0.9695
수                        	1.0000
있으며,                     	0.6964
그                        	0.9999
위임전결                     	0.9854
사항은                      	0.5955
해당                       	0.7707
기관의                      	1.0000
장이                       	0.9994
훈령이나                     	0.9992
지방                       	1.0000
람의                       	0.7277
서명란에                     	0.7021
"대결"                     	0.9725
표시를                      	0.9961
하고                       	1.0000
서명하되,                    	0.9666
위임전결사항을                  	0.7324
대                        	1.0000
자치단체의                    	0.5915
규칙으로                     	0.6027
정한다.                     	0.9993
결하는                      	0.9992
경우에는                     	0.9999
전결하는                     	0.8309
사람의                      	0.9713
서명란에                     	0.9133
"전결"                     	0.9475
표시를                      	0.9882
한                        	1.0000
후                        	0.9999
3)                       	0.5500
제1항이나                    	0.9966
제2항에                     	0.9996
따라                       	0.9997
결재할                      	0.9856
수                        	1.0000
있는                       	1.0000
사람이                      	0.9904
휴가,                      	0.7109
출장,                      	0.5107
대결하는                     	0.9976
사람의                      	0.9899
서명란에                     	0.7663
"대결"                     	0.9990
표시를                      	0.9979
하고                       	0.4451
서명하여야                    	0.9998
한다.                      	0.7236
밖의                       	0.9695
사유로                      	0.9944
결재할                      	0.9492
수                        	1.0000
없을                       	0.9999
때에는                      	0.8545
그                        	0.9346
직무를                      	0.9997
대리하는                     	0.9995
사람                       	0.9806
②                        	0.5812
제2항과                     	0.9993
제3항의                     	0.9999
경우에는                     	0.9996
서명                       	0.9999
또는                       	0.9995
전결"                      	0.5709
표시를                      	0.7946
하지                       	0.9983
아니                       	0.9998
이                        	1.0000
대결하고                     	0.9992
내용이                      	0.6291
중요한                      	0.9996
문서는                      	0.9997
사후에                      	0.9989
보고하여야                    	0.9741
한다.                      	0.9995
하는                       	1.0000
사람의                      	0.9852
서명란은                     	0.9331
만들지                      	0.9357
아니한다.                    	0.9981
제11조(문서의                 	0.9262
등록                       	1.0000
등)                       	0.6250
①                        	0.9801
행정기관은                    	0.9991
문서를                      	0.9997
생산(제6조제1항                	0.9197
따                        	0.9999
제8조(법규문서                 	0.9192
등의                       	0.9993
번호)                      	0.9992
영                        	0.9999
제11조제2항에                 	0.7011
따라                       	0.9999
문서의                      	1.0000
종류별로                     	0.9924
라                        	0.8500
문서가                      	0.9999
성립된                      	0.9988
경우를                      	0.9982
말한다.                     	0.9174
이하                       	1.0000
같다)하였을                   	0.6706
때에는                      	0.8416
지체                       	1.0000
다음                       	0.9774
호의                       	0.9996
구분에                      	0.9069
따른                       	0.9993
번호를                      	0.6567
부여한다.                    	0.9985
없이                       	0.9997
공공기록물                    	0.9885
관리에                      	0.5675
관한                       	0.9974
법률                       	1.0000
시행령」                     	0.9995
제20조에                    	0.9936
따라                       	0.9998
생산등                      	0.5327
제4조제1호에                  	0.9979
따른                       	0.9963
법규문서에는                   	0.9998
연도구분과                    	0.4624
관계없이                     	0.9884
누적                       	0.8241
--------------------------------------------------------------------------------
	predicted_labels         	confidence score
--------------------------------------------------------------------------------
협업                       	0.2362
접조0                      	0.2182
관한                       	0.9961
규정                       	0.0550
행정                       	0.5709
극읍과                      	0.0098
협업                       	0.9771
총조이                      	0.0136
관한                       	0.9883
구정                       	0.4057
행인                       	0.1957
록번호(이하                   	0.8495
"생산등록번호"라                	0.4356
한다)를                     	0.7893
부여하고                     	0.9999
등록하여야                    	0.9998
한다.                      	0.9160
되어                       	0.9995
연속되는                     	0.9997
일련번호(이하                  	0.9992
"누년                      	0.5237
일련번호"라                   	0.9981
한다)를                     	0.9997
부여                       	0.9999
②)                       	0.9821
제4조제1호부터                 	0.9987
제3호까지의                   	0.9936
규정에                      	0.9999
따른                       	0.9968
문서에는                     	0.9998
생산등록                     	0.9997
한다.                      	0.9477
번호                       	0.8920
외에                       	0.9999
행정안전부령으로                 	0.9601
정하는                      	0.8000
번호를                      	0.9999
부여한다.                    	0.6387
<개정                      	0.9929
2.                       	0.9994
영                        	1.0000
제4조제2호에                  	0.6474
따른                       	0.9977
지시문서                     	0.5403
중                        	0.9999
훈령                       	0.9990
및                        	0.9995
예규에는                     	0.9999
누년                       	0.9970
일                        	0.9269
2013.                    	0.7498
3.                       	0.9964
23..                     	0.9767
2014.                    	0.8873
11.                      	0.9971
19.                      	0.9955
2017.                    	0.9727
7.                       	0.9974
26.>                     	0.9790
련번호를                     	0.9939
부여하고,                    	0.8645
일일명령에는                   	0.9995
연도별로                     	0.9995
구분하여                     	0.4269
매년                       	0.9977
새                        	0.9985
로                        	0.9996
시작되는                     	0.9997
일련번호로서                   	0.9591
연도표시가                    	0.9994
없는                       	0.9981
번호(이하                    	0.6743
"연도별                     	0.9989
일련번호"라                   	0.9951
한다)를                     	0.9998
부여하며,                    	0.7879
지시에는                     	0.9999
연도표시와                    	0.9996
연도별                      	0.9985
일련번호를                    	0.9985
붙임표(-)로                  	0.8737
이은                       	0.9999
번호(이하                    	0.7118
"연도표시                    	0.9539
일련번호"                    	0.9944
라                        	1.0000
한다)를                     	0.9995
부여한다.                    	0.9985
3.                       	0.8226
영                        	1.0000
제4조제3호에                  	0.9992
따른                       	0.9991
공고문서에는                   	0.9820
연도표시                     	0.9993
일련번호를                    	0.9988
부                        	1.0000
여한다.                     	0.9541
제12조(시행문의                	0.4938
작성)                      	0.9012
①                        	0.9692
결재를                      	0.9999
받은                       	0.9999
문서                       	0.9999
가운데                      	0.9540
발신하여야                    	0.9990
하는                       	0.9999
제9조(시행문의                 	0.9577
작성)                      	0.9949
①                        	0.9800
영                        	1.0000
제12조에                    	0.9770
따른                       	0.9967
시행문은                     	0.9996
별지                       	1.0000
제1호서식                    	0.9454
문서는                      	0.9997
행정안전부령으로                 	0.8315
정하는                      	1.0000
시행문으로                    	0.8183
작성하여                     	0.9998
발신한다.                    	0.5791
에                        	1.0000
따라                       	0.9990
작성하되,                    	0.9707
그                        	0.9997
구성에                      	0.9999
관하여는                     	0.3569
제4조에                     	0.9998
따른다.                     	0.9866
7아                       	0.0033
<개정                      	0.9595
2013.                    	0.7017
3.                       	0.9633
23..                     	0.2464
2014.                    	0.6805
11.                      	0.7322
19.                      	0.6171
2017.                    	0.6005
7.                       	0.8125
26.>                     	0.8523
②)                       	0.6459
행정기관의                    	0.9967
장이                       	0.9991
소속공무원                    	0.6273
또는                       	0.9999
소속기관에                    	0.9997
발신하는                     	0.9992
시행문                      	0.9999
②②)                      	0.3190
시행문의                     	0.9999
수신자가                     	0.9138
여든인                      	0.4148
경우                       	0.9999
수신자                      	0.9999
전체를                      	1.0000
함께                       	0.9972
표시하                      	0.9941
이나                       	0.9985
보조기관                     	0.9999
및                        	0.9994
보좌기관                     	0.9997
상호간에                     	0.9966
발신하는                     	0.9998
시행문                      	0.9990
중에서                      	0.9998
다                        	0.9998
여                        	1.0000
시행문을                     	0.9999
작성·시행할                   	0.9591
수                        	1.0000
있다.                      	0.5430
다만,                      	0.8982
수신자의                     	0.8933
개인정보                     	0.9996
보호                       	1.0000
음 각                      	0.8081
호의                       	0.9989
어노                       	0.9663
하나에                      	0.9998
해당하는                     	0.9991
시행문은                     	0.9981
업무관리시스템                  	0.9997
또는                       	1.0000
등을                       	0.9804
위하여                      	1.0000
필요할                      	0.8321
때에는                      	0.9687
수신자별로                    	0.9972
작성·시행하여야                 	0.5280
한다.                      	0.9996
전자문서시스템의                 	0.8743
전자게시판이나                  	0.9836
행정기관의                    	0.9999
홈페이지                     	0.9690
등에                       	1.0000
게                        	0.9997
시된                       	0.9972
때에                       	0.9905
시행된                      	0.8661
것으로                      	0.9972
본다.                      	0.7197
1.                       	0.9992
단순한                      	0.9674
업무에                      	1.0000
관한                       	0.9861
지시                       	0.6127
2.                       	0.9992
자료요구,                    	0.7425
업무연락,                    	0.9876
통보,                      	0.9633
공지사항,                    	0.9407
일일명령                     	0.9963
등                        	1.0000
제13조(발신                  	0.1644
명의)                      	0.9029
①                        	0.9912
문서의                      	0.9995
발신                       	0.9998
명의는                      	0.9993
행정기관의                    	0.9968
장으로                      	0.9933
한다.                      	0.9996
제10조(발신                  	0.8975
명의)                      	0.9647
행정기관의                    	0.9988
장의                       	0.9987
권한을                      	0.9790
대행하거나                    	0.9971
직무를                      	0.8122
대리                       	0.9999
다만,                      	0.7351
합의제기                     	0.9993
관의                       	1.0000
권한에                      	0.9718
속하는                      	0.9991
문서의                      	0.9996
발신                       	0.9990
명의는                      	0.9998
그                        	0.9999
합의제                      	0.9243
하는                       	0.7689
사람이                      	0.9969
발신                       	0.9998
명의와                      	0.9999
함께                       	0.9998
본인의                      	0.9997
성명을                      	1.0000
적는                       	0.9998
경우에는                     	0.9009
다음                       	0.9999
293                      	0.9998
--------------------------------------------------------------------------------
	predicted_labels         	confidence score
--------------------------------------------------------------------------------
기관으로                     	0.9973
한다.                      	0.9997
예시와                      	0.9998
같이                       	0.9992
"권한대행"                   	0.8045
또는                       	1.0000
"직무대리"의                  	0.9919
표시를                      	0.9802
직위                       	0.9998
제1항에도                    	0.9993
불구하고                     	0.9695
행정기관                     	0.9998
내의                       	1.0000
보조기관                     	0.9994
또는                       	0.9997
보좌기관                     	0.9999
를                        	1.0000
적어야                      	0.9972
한다.                      	0.7744
호간에                      	0.5835
발신하는                     	0.7738
문서는                      	0.9997
해당                       	0.9997
보조기관                     	0.9704
또는                       	0.9999
보좌기관의                    	0.5561
명의로                      	0.9998
○○군수                     	0.8242
권한대행                     	0.9996
○○○                      	0.5393
한다.                      	0.9640
(예시)                     	0.9316
(또는                      	0.9886
직무대리)                    	0.9839
발신할                      	0.9979
필요가                      	0.9923
내부결재문서는                  	0.5453
발신                       	0.9991
명의를                      	0.9985
표시하지                     	0.9993
아                        	0.9999
군                        	1.0000
니한다.                     	0.8844
제14조(관인날인                	0.8604
또는                       	0.9999
서명)                      	0.9998
①                        	0.9930
제13조제1항                  	0.8859
본문                       	0.9994
또는                       	0.9998
단서에                      	0.9956
따라                       	0.9998
제11조(관인날인                	0.9496
또는                       	0.9999
서명)                      	0.9977
①                        	0.9899
영                        	1.0000
제14조제1항                  	0.3009
전단에                      	0.9996
따라                       	0.9989
관인을                      	0.9993
행정기관의                    	0.9999
장                        	0.9978
또는                       	0.9998
합의제기관의                   	0.9991
명의로                      	0.9998
발신하는                     	0.5081
문서의                      	0.9999
발신                       	0.9999
작는                       	0.9638
경우에는                     	0.5911
발신                       	0.9997
명의                       	0.9997
표시의                      	0.9998
마지막                      	0.9997
글자가                      	0.5778
인영의                      	0.9996
가운데에                     	0.6927
명의에는                     	0.9998
관인(전자이미지관인을              	0.7141
포함한다.                    	0.9886
이하                       	1.0000
조에서                      	0.9999
같다)                      	0.9946
오도록                      	0.9998
한다.                      	0.9994
다만,                      	0.9723
등                        	0.9999
민원서류를                    	0.9042
발급할                      	0.9101
때                        	0.9938
사용하는                     	0.9998
을                        	0.9886
직는다.                     	0.9804
이                        	1.0000
경우                       	0.9999
제13조제1항                  	0.9996
본문에                      	0.9999
따라                       	1.0000
행정기관의                    	0.9999
장의                       	0.7580
명                        	1.0000
직인은                      	0.9997
발신                       	0.9953
명의                       	0.9999
표시의                      	0.9996
오른족에                     	0.8209
작을                       	0.9888
수                        	1.0000
있다.                      	0.9994
의로                       	1.0000
발신하는                     	0.9989
문서의                      	0.9996
발신                       	0.9998
명의에는                     	0.9995
행정기관의                    	0.6360
장이                       	0.7290
관인의                      	0.9999
날                        	0.9998
②                        	0.9934
보조기관이나                   	0.9990
보좌기관은                    	0.9252
영                        	1.0000
제14조제2항에                 	0.9990
따라                       	1.0000
서명하는                     	0.9999
경                        	1.0000
인수티])을                   	0.0583
갈음하여                     	0.6931
서명(전자문자서                 	0.9994
명과                       	0.9994
행정전자서명은                  	0.9998
제외한                      	0.9999
우에는                      	0.9999
발신                       	0.5600
명의                       	0.9999
표시의                      	0.8698
마지막                      	0.9979
글자                       	0.6024
위에                       	0.9999
서명하여야                    	0.9474
한다.                      	0.9408
다)을                      	0.9834
수도                       	0.9964
있다.                      	0.9996
③)                       	0.1597
보조기관이나                   	0.9992
보좌기관의                    	0.9984
직무를                      	0.9996
대리하는                     	0.9997
사람이                      	0.9761
영                        	1.0000
제14조                     	0.7881
②)                       	0.7694
제13조제2항에                 	0.9976
따라                       	0.9997
행정기관                     	0.9999
내의                       	0.9998
보조기관                     	0.9998
또는                       	0.9996
보좌기관                     	0.9998
제2항에                     	0.5503
따라                       	0.9997
보조기관이나                   	0.9989
보좌기관의                    	0.4571
발신                       	0.9999
명의에                      	0.9999
서명을                      	0.9991
하는                       	0.6066
상호                       	0.9999
간에                       	1.0000
발신하는                     	0.9994
문서의                      	0.9997
발신                       	0.9999
명의에는                     	0.9998
보조기관                     	0.5326
또는                       	0.7811
보좌기                      	0.9997
경우에는                     	0.6618
서명                       	0.9992
앞에                       	0.9973
직무대리"의                   	0.9706
표시를                      	0.9965
하여야                      	0.9999
한다.                      	0.8357
관이                       	0.8521
서명을                      	0.9515
한다.                      	0.6734
제14조제3항에                 	0.9997
따라                       	0.9998
일일명령                     	0.9982
등                        	1.0000
단순                       	0.5403
업무처리에                    	0.9998
관한                       	0.9889
지                        	0.9521
③                        	0.1201
관보나                      	0.9997
신문                       	0.9999
등에                       	0.9999
실리는                      	0.9995
문서에는                     	0.9998
관인을                      	0.9121
직거나                      	0.7911
서명하지                     	0.6370
시문서와                     	0.9999
행정기관                     	0.7201
간의                       	1.0000
단순한                      	0.9805
자료요구,                    	0.8915
업무연락,                    	0.9524
통보                       	1.0000
등을                       	0.7242
니하며,                     	0.9642
경미한                      	0.9842
내용의                      	0.9997
문서에는                     	0.9998
행정안전부령으로                 	0.9982
정하는                      	0.9972
바에                       	0.9999
위한                       	0.9999
문서에는                     	0.9999
발신                       	0.9999
명의                       	0.9999
표시의                      	0.9995
오른족에                     	0.6240
별표                       	0.9494
1에                       	0.9999
따른                       	0.9992
관인생                      	0.9031
따라                       	0.9999
관인날인                     	0.5311
또는                       	0.9995
서명을                      	0.9999
생략할                      	0.7407
수                        	1.0000
있다.                      	0.9847
<개정                      	0.8238
2013.                    	0.9581
3.                       	0.9714
23.                      	0.9818
감이나                      	0.3789
또는                       	0.9999
보좌기관                     	0.8205
상호간에                     	0.9996
발신하는                     	0.7156
문서                       	0.9995
2014.                    	0.9783
11.                      	0.9833
19.                      	0.6205
2017.                    	0.9804
7.                       	0.5440
26.>                     	0.6205
만                        	1.0000
해당한다)                    	0.7036
표시를                      	0.9996
하고                       	1.0000
관인날인                     	0.9992
또는                       	0.9999
서명을                      	0.9915
생략할                      	0.9312
수                        	0.9988
있다.                      	0.7323
②                        	0.6422
관인을                      	0.9278
직어야                      	0.6908
할                        	1.0000
문서로서                     	0.5966
다수의                      	0.9996
수신자에게                    	0.9996
동시에                      	0.9999
발신                       	0.6464
또                        	0.8632
65                       	0.4149
처리과의                     	0.9999
장은                       	0.9932
영                        	1.0000
제14조제4항에                 	0.9995
따라                       	0.9997
관인의                      	0.9992
인영을                      	0.9995
인쇄하                      	0.9993
는                        	1.0000
교부하거나                    	0.6312
알리는                      	0.9829
문서에는                     	0.9999
관인의                      	0.9998
날인을                      	0.9854
갈음하여                     	0.6860
관인의                      	0.9961
인                        	1.0000
여                        	1.0000
사용하려면                    	0.9964
미리                       	0.9999
관인을                      	0.9993
관리하는                     	0.6745
부서의                      	1.0000
장과                       	0.9994
협의하고                     	0.9993
해당                       	0.9999
--------------------------------------------------------------------------------
	predicted_labels         	confidence score
--------------------------------------------------------------------------------
금읍과                      	0.7206
협업                       	0.9842
촉진이                      	0.1152
관한                       	0.9991
규정                       	0.8318
행정                       	0.5316
국읍과                      	0.1416
협업                       	0.9848
촉진이                      	0.2829
관한                       	0.8181
구정                       	0.3209
행준축                      	0.0363
영을                       	0.9999
인쇄하여                     	0.9962
사용할                      	0.9996
수                        	1.0000
있다.                      	0.9555
이                        	1.0000
경우                       	0.9999
실제                       	0.9990
규격대로                     	0.9759
인쇄하기                     	0.9986
어                        	0.9961
행정기                      	0.9998
관의                       	0.9932
장의                       	0.9993
승인을                      	0.9652
받아야                      	0.9986
한다.                      	0.9218
려운                       	0.9997
경우에는                     	0.8949
관인의                      	0.9876
실제                       	0.9986
규격보다                     	0.9875
축소하여                     	0.9181
인쇄할                      	0.6733
수                        	1.0000
있다.                      	0.9911
6                        	0.9999
처리과의                     	0.9999
장은                       	0.9967
영                        	0.9999
제14조제4항에                 	0.3333
따라                       	0.9998
관인의                      	0.9994
인영을                      	0.9977
인쇄하                      	0.9988
여                        	0.9974
사용하는                     	0.9777
경우에는                     	0.9999
다른                       	0.9987
법령에                      	0.9236
특별한                      	0.9875
규정이                      	0.9999
없으면                      	0.9976
별지                       	1.0000
제                        	1.0000
5호서식의                    	0.9604
관인인쇄용지                   	0.4937
관리대장을                    	0.5840
갖추어                      	0.9634
두                        	0.6562
                         	0.4933
관인의                      	0.9997
인영을                      	0.7256
인쇄하여                     	0.6756
사용한                      	0.9992
내용을                      	0.9923
기록하고                     	0.8619
유지하여야                    	0.9327
한다.                      	0.8788
제15조(문서의                 	0.2316
발신)                      	0.9696
①                        	0.9631
문서는                      	0.9412
직접                       	0.9996
처리하여야                    	0.9998
할                        	0.9999
행정기관에                    	0.9385
발신                       	0.9998
제12조(문서의                 	0.3892
발신)                      	0.8502
①                        	0.9898
문서는                      	0.9999
처리과에서                    	0.9999
발신하되,                    	0.8805
영                        	1.0000
제14조에                    	0.9787
한다.                      	0.9998
다만,                      	0.9712
필요한                      	0.9932
경우에는                     	0.9988
행정조직상의                   	0.9985
계통에                      	0.9999
따라                       	0.9999
발신한다.                    	0.9114
따라                       	0.9999
관인을                      	0.9921
직는                       	0.8819
문서인                      	0.9998
경우로서                     	0.9991
전자문서인                    	0.9936
경우에는                     	0.9999
처리과의                     	0.9999
②                        	0.9997
하급기관이                    	0.9997
바로                       	0.9983
위                        	0.9999
상급기관                     	0.9996
외의                       	0.9999
상급기관(바로                  	0.8667
위                        	0.9999
상급기                      	0.9976
관                        	1.0000
기안자나                     	0.9994
문서의                      	0.9988
신·발신업무를                  	0.6704
담당하는                     	0.9551
사람이                      	0.9896
전자이미지관                   	0.9995
에                        	1.0000
대한                       	0.9998
지휘·감독권을                  	0.6007
가지는                      	0.9011
상급기관을                    	0.8482
말한다)에                    	0.9981
발신하는                     	0.9774
문                        	0.9991
인을                       	0.9990
작고,                      	0.2188
종이문서인                    	0.9996
경우에는                     	0.9999
